Из xml,Класс страницы,Тип страницы,Назначение,"URL красивый, читаемый и привлекательный",Название страницы,Код ответа,Закрыта от индекса,туров на 18.10.25,коммент
https://youtravel.me/tours/country/азербайджан/month-jun,страны,SEO-фильтр,Месяцы - июнь,https://youtravel.me/tours/country/азербайджан/month-jun,Туры в Азербайджан в июне,200,,#N/A,
https://youtravel.me/tours/country/азербайджан/month-mar,страны,SEO-фильтр,Месяцы - март,https://youtravel.me/tours/country/азербайджан/month-mar,Туры в Азербайджан в марте,200,,#N/A,
https://youtravel.me/tours/country/азербайджан/month-may,страны,SEO-фильтр,Месяцы+праздники - май+майские,https://youtravel.me/tours/country/азербайджан/month-may,Туры в Азербайджан в мае,200,,#N/A,
https://youtravel.me/tours/country/азербайджан/month-nov,страны,SEO-фильтр,Месяцы - ноябрь,https://youtravel.me/tours/country/азербайджан/month-nov,Туры в Азербайджан в ноябре,200,,#N/A,
https://youtravel.me/tours/country/азербайджан/month-oct,страны,SEO-фильтр,Месяцы - октябрь,https://youtravel.me/tours/country/азербайджан/month-oct,Туры в Азербайджан в октябре,200,,#N/A,
https://youtravel.me/tours/country/азербайджан/month-sep,страны,SEO-фильтр,Месяцы - сентябрь,https://youtravel.me/tours/country/азербайджан/month-sep,Туры в Азербайджан в сентябре,200,,#N/A,
https://youtravel.me/tours/country/азербайджан/type-avtobusnye,страны,SEO-фильтр,Типы - автобусные,https://youtravel.me/tours/country/азербайджан/type-avtobusnye,Автобусные туры в Азербайджане,200,,#N/A,
https://youtravel.me/tours/country/азербайджан/type-gastrotury,страны,SEO-фильтр,Типы - гастротуры,https://youtravel.me/tours/country/азербайджан/type-gastrotury,Гастрономические туры в Азербайджан,200,,#N/A,
https://youtravel.me/tours/country/%D0%B0%D0%BB%D0%B1%D0%B0%D0%BD%D0%B8%D1%8F,страны,страны,Целевая страница каталога,https://youtravel.me/tours/country/албания,Туры в Албанию,200,,1,
https://youtravel.me/tours/country/албания/month-apr,страны,SEO-фильтр,Месяцы - апрель,https://youtravel.me/tours/country/албания/month-apr,Туры в Албанию в апреле,200,,#N/A,
https://youtravel.me/tours/country/албания/month-aug,страны,SEO-фильтр,Месяцы - август,https://youtravel.me/tours/country/албания/month-aug,Туры в Албанию в августе,200,,#N/A,
https://youtravel.me/tours/country/албания/month-dec,страны,SEO-фильтр,Месяцы - декабрь,https://youtravel.me/tours/country/албания/month-dec,Туры в Албанию в декабре,200,,#N/A,
https://youtravel.me/tours/country/албания/month-feb,страны,SEO-фильтр,Месяцы - февраль,https://youtravel.me/tours/country/албания/month-feb,Туры в Албанию в феврале,200,,#N/A,
https://youtravel.me/tours/country/албания/month-jan,страны,SEO-фильтр,Месяцы - январь,https://youtravel.me/tours/country/албания/month-jan,Туры в Албанию в январе,200,,#N/A,
https://youtravel.me/tours/country/албания/month-jul,страны,SEO-фильтр,Месяцы - июль,https://youtravel.me/tours/country/албания/month-jul,Туры в Албанию в июле,200,,#N/A,
https://youtravel.me/tours/country/албания/month-jun,страны,SEO-фильтр,Месяцы - июнь,https://youtravel.me/tours/country/албания/month-jun,Туры в Албанию в июне,200,,#N/A,
https://youtravel.me/tours/country/албания/month-mar,страны,SEO-фильтр,Месяцы - март,https://youtravel.me/tours/country/албания/month-mar,Туры в Албанию в марте,200,,#N/A,
https://youtravel.me/tours/country/албания/month-may,страны,SEO-фильтр,Месяцы+праздники - май+майские,https://youtravel.me/tours/country/албания/month-may,Туры в Албанию в мае,200,,#N/A,
https://youtravel.me/tours/country/албания/month-nov,страны,SEO-фильтр,Месяцы - ноябрь,https://youtravel.me/tours/country/албания/month-nov,Туры в Албанию в ноябре,200,,#N/A,
https://youtravel.me/tours/country/албания/month-oct,страны,SEO-фильтр,Месяцы - октябрь,https://youtravel.me/tours/country/албания/month-oct,Туры в Албанию в октябре,200,,#N/A,
https://youtravel.me/tours/country/албания/month-sep,страны,SEO-фильтр,Месяцы - сентябрь,https://youtravel.me/tours/country/албания/month-sep,Туры в Албанию в сентябре,200,,#N/A,
https://youtravel.me/tours/country/%D0%B0%D0%BB%D0%B6%D0%B8%D1%80,страны,страны,Целевая страница каталога,https://youtravel.me/tours/country/алжир,Туры в Алжир,200,,4,
https://youtravel.me/tours/country/%D0%B0%D0%BD%D0%B3%D0%BE%D0%BB%D0%B0,страны,страны,Целевая страница каталога,https://youtravel.me/tours/country/ангола,Туры в Анголу,200,,1,
https://youtravel.me/tours/country/%D0%B0%D0%BD%D0%B4%D0%BE%D1%80%D1%80%D0%B0,страны,страны,Целевая страница каталога,https://youtravel.me/tours/country/андорра,Туры в Андорру,200,,#N/A,
https://youtravel.me/tours/country/%D0%B0%D0%BD%D1%82%D0%B8%D0%B3%D1%83%D0%B0_%D0%B8_%D0%B1%D0%B0%D1%80%D0%B1%D1%83%D0%B4%D0%B0,страны,страны,Целевая страница каталога,https://youtravel.me/tours/country/антигуа_и_барбуда,Туры в Антигуа и Барбуда,200,,#N/A,
https://youtravel.me/tours/country/%D0%B0%D1%80%D0%B3%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%B0,страны,страны,Целевая страница каталога,https://youtravel.me/tours/country/аргентина,Туры в Аргентину,200,,40,
https://youtravel.me/tours/country/аргентина/month-apr,страны,SEO-фильтр,Месяцы - апрель,https://youtravel.me/tours/country/аргентина/month-apr,Туры в Аргентину в апреле,200,,#N/A,
https://youtravel.me/tours/country/аргентина/month-aug,страны,SEO-фильтр,Месяцы - август,https://youtravel.me/tours/country/аргентина/month-aug,Туры в Аргентину в августе,200,,#N/A,
https://youtravel.me/tours/country/аргентина/month-dec,страны,SEO-фильтр,Месяцы - декабрь,https://youtravel.me/tours/country/аргентина/month-dec,Туры в Аргентину в декабре,200,,#N/A,
https://youtravel.me/tours/country/аргентина/month-feb,страны,SEO-фильтр,Месяцы - февраль,https://youtravel.me/tours/country/аргентина/month-feb,Туры в Аргентину в феврале,200,,#N/A,
